KO	ID	KCLASS	KPATH	EC	NAME
K06631	PLK1	Organismal-Systems	Endocrine-system	Progesterone-mediated-oocyte-maturation	2.7.11.21	polo-like kinase 1
K06645	CDC25A	Organismal-Systems	Endocrine-system	Progesterone-mediated-oocyte-maturation	3.1.3.48	cell division cycle 25A
K05866	CDC25B	Organismal-Systems	Endocrine-system	Progesterone-mediated-oocyte-maturation	3.1.3.48	cell division cycle 25B
K05867	CDC25C	Organismal-Systems	Endocrine-system	Progesterone-mediated-oocyte-maturation	3.1.3.48	cell division cycle 25C
K04526	INS	Organismal-Systems	Endocrine-system	Progesterone-mediated-oocyte-maturation	NA	insulin
K05459	IGF1	Organismal-Systems	Endocrine-system	Progesterone-mediated-oocyte-maturation	NA	insulin-like growth factor 1
K05087	IGF1R	Organismal-Systems	Endocrine-system	Progesterone-mediated-oocyte-maturation	2.7.10.1	insulin-like growth factor 1 receptor
K04456	AKT	Organismal-Systems	Endocrine-system	Progesterone-mediated-oocyte-maturation	2.7.11.1	RAC serine/threonine-protein kinase
K13296	PDE3	Organismal-Systems	Endocrine-system	Progesterone-mediated-oocyte-maturation	3.1.4.17	cGMP-inhibited 3',5'-cyclic phosphodiesterase
K07827	KRAS	Organismal-Systems	Endocrine-system	Progesterone-mediated-oocyte-maturation	NA	GTPase KRas
K08845	ARAF	Organismal-Systems	Endocrine-system	Progesterone-mediated-oocyte-maturation	2.7.11.1	A-Raf proto-oncogene serine/threonine-protein kinase
K04365	BRAF	Organismal-Systems	Endocrine-system	Progesterone-mediated-oocyte-maturation	2.7.11.1	B-Raf proto-oncogene serine/threonine-protein kinase
K04366	RAF1	Organismal-Systems	Endocrine-system	Progesterone-mediated-oocyte-maturation	2.7.11.1	RAF proto-oncogene serine/threonine-protein kinase
K02178	BUB1	Organismal-Systems	Endocrine-system	Progesterone-mediated-oocyte-maturation	2.7.11.1	checkpoint serine/threonine-protein kinase
K06638	MAD1L	Organismal-Systems	Endocrine-system	Progesterone-mediated-oocyte-maturation	NA	mitotic spindle assembly checkpoint protein MAD1
K02537	MAD2	Organismal-Systems	Endocrine-system	Progesterone-mediated-oocyte-maturation	NA	mitotic spindle assembly checkpoint protein MAD2
K13728	MAD2L2	Organismal-Systems	Endocrine-system	Progesterone-mediated-oocyte-maturation	NA	mitotic spindle assembly checkpoint protein MAD2B
K03364	CDH1	Organismal-Systems	Endocrine-system	Progesterone-mediated-oocyte-maturation	NA	cell division cycle 20-like protein 1, cofactor of APC complex
K03348	APC1	Organismal-Systems	Endocrine-system	Progesterone-mediated-oocyte-maturation	NA	anaphase-promoting complex subunit 1
K03349	APC2	Organismal-Systems	Endocrine-system	Progesterone-mediated-oocyte-maturation	NA	anaphase-promoting complex subunit 2
K03350	APC3	Organismal-Systems	Endocrine-system	Progesterone-mediated-oocyte-maturation	NA	anaphase-promoting complex subunit 3
K03351	APC4	Organismal-Systems	Endocrine-system	Progesterone-mediated-oocyte-maturation	NA	anaphase-promoting complex subunit 4
K03352	APC5	Organismal-Systems	Endocrine-system	Progesterone-mediated-oocyte-maturation	NA	anaphase-promoting complex subunit 5
K03353	APC6	Organismal-Systems	Endocrine-system	Progesterone-mediated-oocyte-maturation	NA	anaphase-promoting complex subunit 6
K03354	APC7	Organismal-Systems	Endocrine-system	Progesterone-mediated-oocyte-maturation	NA	anaphase-promoting complex subunit 7
K03355	APC8	Organismal-Systems	Endocrine-system	Progesterone-mediated-oocyte-maturation	NA	anaphase-promoting complex subunit 8
K03356	APC9	Organismal-Systems	Endocrine-system	Progesterone-mediated-oocyte-maturation	NA	anaphase-promoting complex subunit 9
K03357	APC10	Organismal-Systems	Endocrine-system	Progesterone-mediated-oocyte-maturation	NA	anaphase-promoting complex subunit 10
K03358	APC11	Organismal-Systems	Endocrine-system	Progesterone-mediated-oocyte-maturation	NA	anaphase-promoting complex subunit 11
K03359	APC12	Organismal-Systems	Endocrine-system	Progesterone-mediated-oocyte-maturation	NA	anaphase-promoting complex subunit 12
K12456	APC13	Organismal-Systems	Endocrine-system	Progesterone-mediated-oocyte-maturation	NA	anaphase-promoting complex subunit 13
K05228	POMC	Organismal-Systems	Endocrine-system	Melanogenesis	NA	proopiomelanocortin
K08725	ASIP	Organismal-Systems	Endocrine-system	Melanogenesis	NA	agouti signaling protein
K04199	MC1R	Organismal-Systems	Endocrine-system	Melanogenesis	NA	melanocortin 1 receptor
K04632	GNAS	Organismal-Systems	Endocrine-system	Melanogenesis	NA	guanine nucleotide-binding protein G(s) subunit alpha
K08041	ADCY1	Organismal-Systems	Endocrine-system	Melanogenesis	4.6.1.1	adenylate cyclase 1
K08042	ADCY2	Organismal-Systems	Endocrine-system	Melanogenesis	4.6.1.1	adenylate cyclase 2
K08043	ADCY3	Organismal-Systems	Endocrine-system	Melanogenesis	4.6.1.1	adenylate cyclase 3
K08044	ADCY4	Organismal-Systems	Endocrine-system	Melanogenesis	4.6.1.1	adenylate cyclase 4
K08045	ADCY5	Organismal-Systems	Endocrine-system	Melanogenesis	4.6.1.1	adenylate cyclase 5
K08046	ADCY6	Organismal-Systems	Endocrine-system	Melanogenesis	4.6.1.1	adenylate cyclase 6
K08047	ADCY7	Organismal-Systems	Endocrine-system	Melanogenesis	4.6.1.1	adenylate cyclase 7
K08048	ADCY8	Organismal-Systems	Endocrine-system	Melanogenesis	4.6.1.1	adenylate cyclase 8
K08049	ADCY9	Organismal-Systems	Endocrine-system	Melanogenesis	4.6.1.1	adenylate cyclase 9
K04345	PKA	Organismal-Systems	Endocrine-system	Melanogenesis	2.7.11.11	protein kinase A
K05870	CREB1	Organismal-Systems	Endocrine-system	Melanogenesis	NA	cyclic AMP-responsive element-binding protein 1
K09048	CREB3	Organismal-Systems	Endocrine-system	Melanogenesis	NA	cyclic AMP-responsive element-binding protein 3
K04498	EP300	Organismal-Systems	Endocrine-system	Melanogenesis	2.3.1.48	E1A/CREB-binding protein
K09455	MITF	Organismal-Systems	Endocrine-system	Melanogenesis	NA	microphthalmia-associated transcription factor
K03209	WNT1	Organismal-Systems	Endocrine-system	Melanogenesis	NA	wingless-type MMTV integration site family, member 1
K00182	WNT2	Organismal-Systems	Endocrine-system	Melanogenesis	NA	wingless-type MMTV integration site family, member 2
K00312	WNT3	Organismal-Systems	Endocrine-system	Melanogenesis	NA	wingless-type MMTV integration site family, member 3
K00408	WNT4	Organismal-Systems	Endocrine-system	Melanogenesis	NA	wingless-type MMTV integration site family, member 4
K00444	WNT5	Organismal-Systems	Endocrine-system	Melanogenesis	NA	wingless-type MMTV integration site family, member 5
K00445	WNT6	Organismal-Systems	Endocrine-system	Melanogenesis	NA	wingless-type MMTV integration site family, member 6
K00572	WNT7	Organismal-Systems	Endocrine-system	Melanogenesis	NA	wingless-type MMTV integration site family, member 7
K00714	WNT8	Organismal-Systems	Endocrine-system	Melanogenesis	NA	wingless-type MMTV integration site family, member 8
K01064	WNT9	Organismal-Systems	Endocrine-system	Melanogenesis	NA	wingless-type MMTV integration site family, member 9
K01357	WNT10	Organismal-Systems	Endocrine-system	Melanogenesis	NA	wingless-type MMTV integration site family, member 10
K01384	WNT11	Organismal-Systems	Endocrine-system	Melanogenesis	NA	wingless-type MMTV integration site family, member 11
K01558	WNT16	Organismal-Systems	Endocrine-system	Melanogenesis	NA	wingless-type MMTV integration site family, member 16
K02432	FZD1_7	Organismal-Systems	Endocrine-system	Melanogenesis	NA	frizzled 1/7
K02235	FZD2	Organismal-Systems	Endocrine-system	Melanogenesis	NA	frizzled 2
K02329	FZD3	Organismal-Systems	Endocrine-system	Melanogenesis	NA	frizzled 3
K02354	FZD4	Organismal-Systems	Endocrine-system	Melanogenesis	NA	frizzled 4
K02375	FZD5_8	Organismal-Systems	Endocrine-system	Melanogenesis	NA	frizzled 5/8
K02376	FZD6	Organismal-Systems	Endocrine-system	Melanogenesis	NA	frizzled 6
K02842	FZD9_10	Organismal-Systems	Endocrine-system	Melanogenesis	NA	frizzled 9/10
K04534	GNAO	Organismal-Systems	Endocrine-system	Melanogenesis	NA	guanine nucleotide-binding protein G(o) subunit alpha
K04634	GNAQ	Organismal-Systems	Endocrine-system	Melanogenesis	NA	guanine nucleotide-binding protein G(q) subunit alpha
K02353	DVL	Organismal-Systems	Endocrine-system	Melanogenesis	NA	segment polarity protein dishevelled
K03083	GSK3B	Organismal-Systems	Endocrine-system	Melanogenesis	2.7.11.26	glycogen synthase kinase 3 beta
K02105	CTNNB1	Organismal-Systems	Endocrine-system	Melanogenesis	NA	catenin beta 1
K02620	TCF7	Organismal-Systems	Endocrine-system	Melanogenesis	NA	transcription factor 7
K04490	TCF7L1	Organismal-Systems	Endocrine-system	Melanogenesis	NA	transcription factor 7-like 1
K04491	TCF7L2	Organismal-Systems	Endocrine-system	Melanogenesis	NA	transcription factor 7-like 2
K04492	LEF1	Organismal-Systems	Endocrine-system	Melanogenesis	NA	lymphoid enhancer-binding factor 1
K05461	KITLG	Organismal-Systems	Endocrine-system	Melanogenesis	NA	KIT ligand
K05091	KIT	Organismal-Systems	Endocrine-system	Melanogenesis	2.7.10.1	proto-oncogene tyrosine-protein kinase Kit
K02833	HRAS	Organismal-Systems	Endocrine-system	Melanogenesis	NA	GTPase HRas
K07827	KRAS	Organismal-Systems	Endocrine-system	Melanogenesis	NA	GTPase KRas
K07828	NRAS	Organismal-Systems	Endocrine-system	Melanogenesis	NA	GTPase NRas
K04366	RAF1	Organismal-Systems	Endocrine-system	Melanogenesis	2.7.11.1	RAF proto-oncogene serine/threonine-protein kinase
K04368	MAP2K1	Organismal-Systems	Endocrine-system	Melanogenesis	2.7.12.2	mitogen-activated protein kinase kinase 1
K04369	MAP2K2	Organismal-Systems	Endocrine-system	Melanogenesis	2.7.12.2	mitogen-activated protein kinase kinase 2
K04371	ERK1_2	Organismal-Systems	Endocrine-system	Melanogenesis	2.7.11.24	extracellular signal-regulated kinase 1/2
K00505	TYR	Organismal-Systems	Endocrine-system	Melanogenesis	1.14.18.1	tyrosinase
K00506	TYRP1	Organismal-Systems	Endocrine-system	Melanogenesis	NA	tyrosinase-related protein 1 [EC:1.14.18.-]
K01827	DCT	Organismal-Systems	Endocrine-system	Melanogenesis	5.3.3.12	dopachrome tautomerase
K16366	EDN1	Organismal-Systems	Endocrine-system	Melanogenesis	NA	endothelin-1
K04198	EDNRB	Organismal-Systems	Endocrine-system	Melanogenesis	NA	endothelin receptor type B
K04630	GNAI	Organismal-Systems	Endocrine-system	Melanogenesis	NA	guanine nucleotide-binding protein G(i) subunit alpha
K05858	PLCB	Organismal-Systems	Endocrine-system	Melanogenesis	3.1.4.11	phosphatidylinositol phospholipase C, beta
K02183	CALM	Organismal-Systems	Endocrine-system	Melanogenesis	NA	calmodulin
K04515	CAMK2	Organismal-Systems	Endocrine-system	Melanogenesis	2.7.11.17	calcium/calmodulin-dependent protein kinase (CaM kinase) II
K02677	CPKC	Organismal-Systems	Endocrine-system	Melanogenesis	2.7.11.13	classical protein kinase C
K09821	AGT	Organismal-Systems	Endocrine-system	Renin-angiotensin-system	NA	angiotensinogen
K01380	REN	Organismal-Systems	Endocrine-system	Renin-angiotensin-system	3.4.23.15	renin
K01283	E3.4.15.1	Organismal-Systems	Endocrine-system	Renin-angiotensin-system	3.4.15.1	peptidyl-dipeptidase A
K09708	ACEH	Organismal-Systems	Endocrine-system	Renin-angiotensin-system	3.4.17.23	angiotensin-converting enzyme 2
K01329	CMA1	Organismal-Systems	Endocrine-system	Renin-angiotensin-system	3.4.21.39	chymase
K01319	CTSG	Organismal-Systems	Endocrine-system	Renin-angiotensin-system	3.4.21.20	cathepsin G
K11141	ENPEP	Organismal-Systems	Endocrine-system	Renin-angiotensin-system	3.4.11.7	glutamyl aminopeptidase
K11140	ANPEP	Organismal-Systems	Endocrine-system	Renin-angiotensin-system	3.4.11.2	aminopeptidase N
K13289	CTSA	Organismal-Systems	Endocrine-system	Renin-angiotensin-system	3.4.16.5	cathepsin A (carboxypeptidase C)
K08780	CPA3	Organismal-Systems	Endocrine-system	Renin-angiotensin-system	3.4.17.1	carboxypeptidase A3
K01389	MME	Organismal-Systems	Endocrine-system	Renin-angiotensin-system	3.4.24.11	neprilysin
K01392	THOP1	Organismal-Systems	Endocrine-system	Renin-angiotensin-system	3.4.24.15	thimet oligopeptidase
K01393	NLN	Organismal-Systems	Endocrine-system	Renin-angiotensin-system	3.4.24.16	neurolysin
K04303	MAS1	Organismal-Systems	Endocrine-system	Renin-angiotensin-system	NA	MAS1 oncogene
K04166	AGTR1	Organismal-Systems	Endocrine-system	Renin-angiotensin-system	NA	angiotensin II receptor type 1
K04167	AGTR2	Organismal-Systems	Endocrine-system	Renin-angiotensin-system	NA	angiotensin II receptor type 2
K01257	LNPEP	Organismal-Systems	Endocrine-system	Renin-angiotensin-system	3.4.11.3	cystinyl aminopeptidase
K04850	CACNA1C	Organismal-Systems	Circulatory-system	Cardiac-muscle-contraction	NA	voltage-dependent calcium channel L type alpha-1C
K04851	CACNA1D	Organismal-Systems	Circulatory-system	Cardiac-muscle-contraction	NA	voltage-dependent calcium channel L type alpha-1D
K04853	CACNA1F	Organismal-Systems	Circulatory-system	Cardiac-muscle-contraction	NA	voltage-dependent calcium channel L type alpha-1F
K04857	CACNA1S	Organismal-Systems	Circulatory-system	Cardiac-muscle-contraction	NA	voltage-dependent calcium channel L type alpha-1S
K04862	CACNB1	Organismal-Systems	Circulatory-system	Cardiac-muscle-contraction	NA	voltage-dependent calcium channel beta-1
K04863	CACNB2	Organismal-Systems	Circulatory-system	Cardiac-muscle-contraction	NA	voltage-dependent calcium channel beta-2
K04864	CACNB3	Organismal-Systems	Circulatory-system	Cardiac-muscle-contraction	NA	voltage-dependent calcium channel beta-3
K04865	CACNB4	Organismal-Systems	Circulatory-system	Cardiac-muscle-contraction	NA	voltage-dependent calcium channel beta-4
K04858	CACNA2D1	Organismal-Systems	Circulatory-system	Cardiac-muscle-contraction	NA	voltage-dependent calcium channel alpha-2/delta-1
K04859	CACNA2D2	Organismal-Systems	Circulatory-system	Cardiac-muscle-contraction	NA	voltage-dependent calcium channel alpha-2/delta-2
K04860	CACNA2D3	Organismal-Systems	Circulatory-system	Cardiac-muscle-contraction	NA	voltage-dependent calcium channel alpha-2/delta-3
K04861	CACNA2D4	Organismal-Systems	Circulatory-system	Cardiac-muscle-contraction	NA	voltage-dependent calcium channel alpha-2/delta-4
K04866	CACNG1	Organismal-Systems	Circulatory-system	Cardiac-muscle-contraction	NA	voltage-dependent calcium channel gamma-1
K04867	CACNG2	Organismal-Systems	Circulatory-system	Cardiac-muscle-contraction	NA	voltage-dependent calcium channel gamma-2
K04868	CACNG3	Organismal-Systems	Circulatory-system	Cardiac-muscle-contraction	NA	voltage-dependent calcium channel gamma-3
K04869	CACNG4	Organismal-Systems	Circulatory-system	Cardiac-muscle-contraction	NA	voltage-dependent calcium channel gamma-4
K04870	CACNG5	Organismal-Systems	Circulatory-system	Cardiac-muscle-contraction	NA	voltage-dependent calcium channel gamma-5
K04871	CACNG6	Organismal-Systems	Circulatory-system	Cardiac-muscle-contraction	NA	voltage-dependent calcium channel gamma-6
K04872	CACNG7	Organismal-Systems	Circulatory-system	Cardiac-muscle-contraction	NA	voltage-dependent calcium channel gamma-7
K04873	CACNG8	Organismal-Systems	Circulatory-system	Cardiac-muscle-contraction	NA	voltage-dependent calcium channel gamma-8
K04962	RYR2	Organismal-Systems	Circulatory-system	Cardiac-muscle-contraction	NA	ryanodine receptor 2
K05865	TNNC1	Organismal-Systems	Circulatory-system	Cardiac-muscle-contraction	NA	troponin C, slow skeletal and cardiac muscles
K12044	TNNI3	Organismal-Systems	Circulatory-system	Cardiac-muscle-contraction	NA	troponin I, cardiac muscle
K12045	TNNT2	Organismal-Systems	Circulatory-system	Cardiac-muscle-contraction	NA	troponin T, cardiac muscle
K10373	TPM1	Organismal-Systems	Circulatory-system	Cardiac-muscle-contraction	NA	tropomyosin 1
K10374	TPM2	Organismal-Systems	Circulatory-system	Cardiac-muscle-contraction	NA	tropomyosin 2
K09290	TPM3	Organismal-Systems	Circulatory-system	Cardiac-muscle-contraction	NA	tropomyosin 3
K10375	TPM4	Organismal-Systems	Circulatory-system	Cardiac-muscle-contraction	NA	tropomyosin 4
K12314	ACTC1	Organismal-Systems	Circulatory-system	Cardiac-muscle-contraction	NA	actin, alpha cardiac muscle
K12749	MYL3	Organismal-Systems	Circulatory-system	Cardiac-muscle-contraction	NA	myosin light chain 3
K10351	MYL2	Organismal-Systems	Circulatory-system	Cardiac-muscle-contraction	NA	myosin regulatory light chain 2
K00411	UQCRFS1	Organismal-Systems	Circulatory-system	Cardiac-muscle-contraction	1.10.2.2	ubiquinol-cytochrome c reductase iron-sulfur subunit
K00412	CYTB	Organismal-Systems	Circulatory-system	Cardiac-muscle-contraction	NA	ubiquinol-cytochrome c reductase cytochrome b subunit
K00413	CYC1	Organismal-Systems	Circulatory-system	Cardiac-muscle-contraction	NA	ubiquinol-cytochrome c reductase cytochrome c1 subunit
K00414	QCR1	Organismal-Systems	Circulatory-system	Cardiac-muscle-contraction	NA	ubiquinol-cytochrome c reductase core subunit 1
K00415	QCR2	Organismal-Systems	Circulatory-system	Cardiac-muscle-contraction	NA	ubiquinol-cytochrome c reductase core subunit 2
K00416	QCR6	Organismal-Systems	Circulatory-system	Cardiac-muscle-contraction	NA	ubiquinol-cytochrome c reductase subunit 6
K00417	QCR7	Organismal-Systems	Circulatory-system	Cardiac-muscle-contraction	NA	ubiquinol-cytochrome c reductase subunit 7
K00418	QCR8	Organismal-Systems	Circulatory-system	Cardiac-muscle-contraction	NA	ubiquinol-cytochrome c reductase subunit 8
K00419	QCR9	Organismal-Systems	Circulatory-system	Cardiac-muscle-contraction	NA	ubiquinol-cytochrome c reductase subunit 9
K00420	QCR10	Organismal-Systems	Circulatory-system	Cardiac-muscle-contraction	NA	ubiquinol-cytochrome c reductase subunit 10
K02262	COX3	Organismal-Systems	Circulatory-system	Cardiac-muscle-contraction	NA	cytochrome c oxidase subunit 3
K02256	COX1	Organismal-Systems	Circulatory-system	Cardiac-muscle-contraction	1.9.3.1	cytochrome c oxidase subunit 1
K02261	COX2	Organismal-Systems	Circulatory-system	Cardiac-muscle-contraction	NA	cytochrome c oxidase subunit 2
K02263	COX4	Organismal-Systems	Circulatory-system	Cardiac-muscle-contraction	NA	cytochrome c oxidase subunit 4
K02264	COX5A	Organismal-Systems	Circulatory-system	Cardiac-muscle-contraction	NA	cytochrome c oxidase subunit 5a
K02265	COX5B	Organismal-Systems	Circulatory-system	Cardiac-muscle-contraction	NA	cytochrome c oxidase subunit 5b
K02266	COX6A	Organismal-Systems	Circulatory-system	Cardiac-muscle-contraction	NA	cytochrome c oxidase subunit 6a
K02267	COX6B	Organismal-Systems	Circulatory-system	Cardiac-muscle-contraction	NA	cytochrome c oxidase subunit 6b
K02268	COX6C	Organismal-Systems	Circulatory-system	Cardiac-muscle-contraction	NA	cytochrome c oxidase subunit 6c
K02270	COX7A	Organismal-Systems	Circulatory-system	Cardiac-muscle-contraction	NA	cytochrome c oxidase subunit 7a
K02271	COX7B	Organismal-Systems	Circulatory-system	Cardiac-muscle-contraction	NA	cytochrome c oxidase subunit 7b
K02272	COX7C	Organismal-Systems	Circulatory-system	Cardiac-muscle-contraction	NA	cytochrome c oxidase subunit 7c
K02273	COX8	Organismal-Systems	Circulatory-system	Cardiac-muscle-contraction	NA	cytochrome c oxidase subunit 8
K01539	ATP1A	Organismal-Systems	Circulatory-system	Cardiac-muscle-contraction	3.6.3.9	sodium/potassium-transporting ATPase subunit alpha
K01540	ATP1B	Organismal-Systems	Circulatory-system	Cardiac-muscle-contraction	NA	sodium/potassium-transporting ATPase subunit beta
K01538	FXYD2	Organismal-Systems	Circulatory-system	Cardiac-muscle-contraction	NA	sodium/potassium-transporting ATPase subunit gamma (FXYD domain-containing ion transport regulator 2)
K05742	SLC9A1	Organismal-Systems	Circulatory-system	Cardiac-muscle-contraction	NA	solute carrier family 9 (sodium/hydrogen exchanger), member 1
K04135	ADRA1A	Organismal-Systems	Circulatory-system	Vascular-smooth-muscle-contraction	NA	adrenergic receptor alpha-1A
K04136	ADRA1B	Organismal-Systems	Circulatory-system	Vascular-smooth-muscle-contraction	NA	adrenergic receptor alpha-1B
